g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
9,4,19,2,2,2,3,2,2,1,1,3
14,4,15,1,3,0,5,3,3,1,3,1
5,14,18,2,1,1,5,4,3,4,3,3
8,15,18,1,2,1,4,4,4,2,4,5
9,0,17,1,2,0,5,3,3,1,1,3
14,0,16,1,3,0,5,3,2,1,1,5
12,8,18,1,2,1,4,4,3,1,1,3
10,4,18,2,1,0,3,3,2,1,2,3
15,16,17,1,3,0,4,4,5,1,3,5
11,14,18,1,2,0,4,2,4,1,1,4
11,54,16,1,2,0,4,3,3,2,4,5
14,6,16,1,1,0,5,3,4,1,2,1
9,2,15,1,2,0,4,3,2,1,1,5
14,2,15,2,2,0,4,4,3,1,1,2
6,6,17,2,2,0,4,1,4,1,1,1
9,9,18,1,3,0,4,3,4,1,1,5
15,2,17,2,2,0,4,4,4,1,3,1
15,2,15,1,3,0,3,2,2,1,1,5
13,20,19,1,2,1,4,4,4,1,1,3
6,18,17,1,1,0,5,3,2,1,2,3
10,4,16,3,2,0,5,3,2,1,1,4
14,0,18,1,4,0,4,3,3,1,1,3
10,8,15,2,4,0,3,4,3,1,1,1
0,0,16,3,1,2,3,4,5,2,4,2
17,0,15,2,2,0,4,3,1,1,1,5
9,4,16,1,2,0,4,4,3,1,1,1
6,18,16,2,2,0,3,4,2,1,1,5
11,0,15,1,2,0,4,4,2,1,2,5
8,3,17,2,1,0,3,3,3,1,4,3
14,4,17,2,3,0,4,3,3,1,2,4
8,2,15,2,2,0,4,1,3,1,3,4
11,0,16,1,4,0,5,2,3,1,3,3
13,12,19,1,3,1,5,4,3,1,2,5
8,0,18,1,2,0,4,3,4,1,1,1
11,4,17,1,2,0,5,2,3,1,1,2
10,19,17,1,1,1,4,4,4,3,4,3
7,6,17,2,3,0,4,4,2,1,1,4
12,2,17,2,2,0,3,3,3,2,3,4
10,10,16,2,3,0,5,3,3,1,3,2
8,12,17,2,2,0,4,4,4,4,5,5
16,4,16,1,3,0,5,4,5,1,1,4
12,14,16,1,2,0,1,2,2,1,2,1
13,10,18,2,1,1,2,5,5,5,5,5
0,0,19,1,2,1,4,2,4,2,2,3
16,3,17,1,1,0,4,3,5,3,5,5
0,0,18,1,1,2,3,3,3,1,2,4
0,0,18,1,2,1,4,3,3,2,2,2
10,4,16,1,2,0,4,3,5,2,4,4
11,2,18,2,2,0,4,4,3,1,1,3
9,5,19,1,1,0,3,2,3,3,3,5
13,6,15,4,4,0,1,3,5,3,5,1
15,0,17,2,3,0,3,3,3,2,3,2
8,0,16,2,1,0,3,3,2,1,3,3
12,6,17,1,3,0,4,3,3,1,1,3
13,23,17,1,2,0,5,2,2,1,2,5
14,6,16,1,1,1,4,4,4,3,5,5
16,0,15,1,3,0,4,5,2,1,1,3
0,0,19,2,1,1,4,3,2,1,3,5
15,4,15,2,2,0,5,3,3,1,3,4
16,0,18,2,3,0,5,3,2,1,1,4
8,0,16,1,2,0,5,4,4,1,1,5
10,8,18,2,1,0,4,2,3,1,2,1
15,0,15,1,1,0,5,4,2,1,1,5
16,2,16,1,2,0,4,2,3,1,1,5
11,12,17,1,2,0,4,3,4,2,3,4
7,3,21,1,1,3,5,5,3,3,3,3
13,6,15,1,1,0,3,4,3,1,2,4
15,0,15,1,2,0,5,5,1,1,1,5
17,2,16,1,2,0,2,3,1,1,1,3
10,0,15,1,2,0,4,4,4,2,4,2
11,10,18,3,2,0,3,2,2,4,2,5
0,0,18,2,4,0,4,4,4,1,1,4
17,7,18,1,4,0,5,3,3,1,1,1
18,2,15,1,2,0,4,3,3,1,1,5
8,8,15,1,4,0,5,1,2,1,1,3
8,10,19,1,4,0,4,3,3,1,2,3
11,4,17,2,2,0,4,5,2,1,1,1
15,0,18,1,2,0,4,1,3,1,2,1
12,12,17,1,1,0,3,4,4,1,3,5
9,10,16,1,1,0,4,3,3,3,4,3
14,4,15,1,1,0,5,3,3,1,1,5
11,2,18,1,2,0,4,4,4,3,3,5
19,5,18,1,3,0,4,3,3,1,2,2
11,16,16,1,1,0,3,2,1,1,4,5
13,6,15,1,1,0,5,3,4,4,4,1
7,5,16,1,2,3,2,3,3,2,2,4
8,0,16,1,3,0,4,3,3,1,3,4
9,2,16,1,3,0,3,4,4,2,4,4
10,0,16,1,2,0,4,5,2,1,2,3
17,13,18,2,2,0,4,2,5,3,4,1
12,0,16,1,1,0,5,3,2,1,2,5
0,0,18,1,2,1,5,5,4,3,5,2
9,22,18,2,1,0,3,2,4,1,4,3
10,4,18,2,2,0,3,3,4,2,4,3
11,0,15,1,1,0,3,3,4,2,3,5
13,0,18,2,2,0,3,3,3,5,5,4
11,3,18,1,3,0,4,3,3,2,2,3
6,2,17,2,2,0,4,2,5,1,2,5
6,4,16,1,2,0,3,3,3,2,3,2
8,0,18,2,1,1,4,4,5,2,4,5
11,0,15,1,2,0,5,3,2,1,1,1
11,4,19,1,3,1,4,3,4,1,3,3
8,56,17,1,2,0,5,3,3,2,3,1
0,0,15,1,2,3,3,3,2,1,1,3
10,0,17,2,1,0,4,1,1,2,2,5
14,7,18,1,3,0,5,4,3,2,3,1
6,6,18,2,2,0,4,3,4,1,1,3
0,0,17,2,1,2,3,3,2,2,2,5
11,10,15,1,4,0,4,3,3,1,1,4
9,0,18,1,3,0,5,4,5,2,3,5
15,4,15,1,2,0,3,2,2,1,1,5
10,0,18,2,1,0,5,2,3,1,2,4
19,10,15,1,1,0,3,5,2,1,1,3
0,0,15,4,2,0,5,3,3,1,1,5
11,25,16,2,2,1,3,3,3,1,2,3
0,0,19,1,1,3,4,5,4,1,1,4
15,0,17,1,3,0,4,2,2,1,2,3
10,8,15,2,3,2,4,2,1,2,3,3
12,20,16,1,1,0,4,5,2,1,1,5
13,10,16,1,2,0,4,3,3,1,1,2
7,6,15,2,2,2,4,4,4,1,4,3
11,2,17,3,2,0,2,1,1,1,1,3
10,4,17,1,2,0,4,3,3,2,3,2
0,0,19,2,2,0,2,3,4,2,3,2
12,0,17,1,1,0,4,2,1,1,1,4
16,9,18,1,3,0,5,3,2,1,2,4
14,4,16,1,1,0,4,4,4,1,2,2
8,10,16,1,2,0,3,4,3,2,3,3
13,2,16,3,2,0,4,3,3,2,3,4
12,10,17,2,3,0,3,2,3,1,2,3
6,4,17,1,2,0,5,3,3,1,1,3
0,0,17,3,2,0,5,4,5,2,4,5
13,2,16,2,2,0,4,2,2,1,2,5
11,4,16,1,2,0,5,3,3,1,1,5
11,2,15,1,3,0,4,3,2,1,1,5
11,6,16,1,2,0,2,4,4,2,3,4
12,14,17,2,2,0,2,5,5,1,4,5
0,0,16,1,1,0,3,3,2,2,1,5
15,7,16,2,3,0,2,4,3,1,1,5
16,2,16,1,2,0,4,5,1,1,3,5
6,10,15,1,2,0,4,4,4,1,1,5
10,2,15,1,2,0,4,3,2,2,3,4
10,0,16,1,3,1,4,1,2,1,1,2
5,12,16,1,2,0,2,4,3,1,2,3
