g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
19,0,15,1,2,0,4,2,2,1,1,1
10,2,15,2,4,1,3,1,2,1,1,1
10,2,18,2,3,0,5,3,3,1,3,4
14,6,16,1,1,0,5,3,4,1,2,1
11,2,16,1,1,0,3,3,3,1,2,3
15,0,17,1,2,0,4,3,2,1,1,5
15,4,15,2,2,0,5,3,3,1,3,4
9,0,18,1,3,0,5,4,5,2,3,5
11,4,16,1,2,0,5,3,3,1,1,5
7,6,17,2,3,0,4,4,2,1,1,4
0,0,17,2,1,2,3,3,2,2,2,5
10,8,15,2,4,0,3,4,3,1,1,1
0,0,18,2,2,1,1,1,1,1,1,5
10,6,16,1,2,0,4,4,3,1,3,4
12,4,15,3,3,0,5,2,2,1,1,4
0,0,18,1,1,3,2,3,5,2,5,4
14,4,15,1,1,0,5,3,3,1,1,5
6,6,18,2,2,0,4,3,4,1,1,3
10,0,15,4,1,3,4,5,5,2,5,5
0,0,16,3,1,2,3,4,5,2,4,2
15,0,17,2,3,0,3,3,3,2,3,2
6,7,18,3,1,0,4,4,3,2,2,5
13,2,15,1,2,0,4,3,3,1,1,5
6,4,16,1,4,0,4,3,3,1,2,5
11,2,15,2,2,0,5,4,3,1,2,3
10,4,17,1,2,0,4,3,3,2,3,2
18,0,17,1,4,0,5,2,2,1,2,5
12,3,18,3,1,0,4,3,3,2,3,3
12,12,17,1,1,0,3,4,4,1,3,5
6,4,17,1,2,0,4,3,4,1,4,4
8,16,22,1,1,3,5,4,5,5,5,1
7,5,16,1,2,3,2,3,3,2,2,4
13,0,18,2,2,0,3,3,3,5,5,4
16,2,16,2,2,0,4,3,2,1,1,3
11,14,18,1,2,0,4,2,4,1,1,4
14,0,18,1,4,0,4,3,3,1,1,3
0,0,17,1,1,3,5,4,5,1,2,5
17,2,16,1,2,0,2,3,1,1,1,3
16,0,16,1,2,0,4,2,3,1,1,3
14,8,18,2,3,0,5,4,2,1,1,4
13,2,17,2,2,0,4,5,4,2,3,3
8,0,18,2,1,1,4,4,5,2,4,5
10,6,18,3,1,3,5,2,5,1,5,4
10,8,18,2,1,0,4,2,3,1,2,1
15,0,15,1,2,0,4,4,1,1,1,1
15,0,15,1,1,0,5,4,2,1,1,5
15,0,17,1,2,0,2,3,4,1,1,1
8,7,18,1,1,1,4,3,3,2,3,3
12,0,15,1,1,0,5,5,5,3,2,5
13,2,16,1,1,0,3,4,4,3,3,1
11,12,17,1,2,0,4,3,4,2,3,4
11,3,18,1,3,0,4,3,3,2,2,3
12,1,18,1,3,0,5,3,2,1,1,3
6,0,15,2,1,0,3,5,1,1,1,5
18,6,16,3,1,0,4,3,3,1,1,4
13,10,16,1,2,0,1,3,2,1,1,1
14,8,18,1,2,0,5,2,4,1,2,4
9,2,15,1,2,0,4,3,2,1,1,5
13,6,16,1,2,1,3,1,2,1,1,5
12,8,15,1,1,0,5,4,3,2,4,5
10,2,17,2,2,0,4,4,3,1,1,3
10,6,16,2,1,0,4,3,2,1,4,5
15,2,16,3,2,0,5,4,3,1,2,1
16,3,17,1,1,0,4,3,5,3,5,5
13,0,16,2,1,0,5,4,2,1,1,5
15,2,15,1,2,0,3,2,3,1,2,1
11,2,15,1,2,0,4,3,2,1,1,5
19,0,18,2,3,0,5,4,4,1,1,1
11,22,19,2,2,1,4,2,2,1,2,1
15,9,18,1,2,0,5,4,3,1,1,2
9,75,18,2,2,0,4,1,1,1,1,5
5,12,16,1,2,0,2,4,3,1,2,3
12,0,16,1,1,0,5,3,2,1,2,5
6,26,15,2,2,0,4,3,5,1,1,2
15,2,16,3,1,0,4,2,2,1,2,3
9,28,17,1,3,1,4,4,3,3,4,5
5,16,17,1,1,3,5,5,5,2,4,5
10,4,16,1,2,0,4,3,2,1,2,5
0,0,15,4,2,0,5,3,3,1,1,5
15,2,16,2,1,0,3,3,3,1,1,4
10,4,16,1,2,0,4,3,5,2,4,4
11,2,16,2,2,0,3,4,4,1,4,5
14,0,16,1,3,0,5,3,2,1,1,5
14,4,16,1,1,0,4,4,4,1,2,2
11,6,16,4,1,0,5,5,5,5,5,5
10,6,15,1,2,0,4,3,3,2,3,5
0,0,18,2,4,0,4,4,4,1,1,4
8,2,15,1,2,0,4,4,4,1,1,1
10,6,15,2,1,1,5,5,5,3,4,5
0,0,19,2,2,0,2,3,4,2,3,2
0,0,19,1,1,3,4,5,4,1,1,4
11,12,16,1,2,0,2,3,5,1,4,3
12,20,16,1,1,0,4,5,2,1,1,5
9,4,17,1,3,0,3,2,3,1,1,4
11,0,16,1,4,0,5,2,3,1,3,3
15,0,17,1,3,0,4,2,2,1,2,3
0,0,17,1,2,0,4,3,2,2,3,2
0,0,18,1,3,0,4,3,3,1,1,3
11,0,16,1,2,0,4,4,4,1,1,3
6,18,16,2,2,0,3,4,2,1,1,5
13,12,18,1,2,1,5,4,3,1,1,5
6,10,15,1,2,0,4,4,4,1,1,5
10,8,16,3,1,0,3,3,4,3,5,3
10,2,17,1,2,0,5,4,4,3,4,5
9,0,17,1,2,0,5,3,3,1,1,3
