g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
15,0,17,1,2,0,4,3,2,1,1,5
11,2,16,2,2,0,3,4,4,1,4,5
13,13,17,1,2,0,5,3,5,4,5,3
0,0,19,1,2,1,4,2,4,2,2,3
13,4,17,2,1,0,5,2,2,1,1,2
15,10,17,1,2,0,5,3,4,1,3,3
12,14,17,2,2,0,2,5,5,1,4,5
14,7,18,1,3,0,5,4,3,2,3,1
6,6,17,2,2,0,4,1,4,1,1,1
17,7,18,1,4,0,5,3,3,1,1,1
12,16,16,2,1,1,4,5,2,1,1,2
18,2,16,1,3,0,5,3,3,1,1,5
10,6,15,2,1,1,5,5,5,3,4,5
0,0,19,1,1,3,4,5,4,1,1,4
10,0,15,1,2,0,4,4,4,2,4,2
0,0,17,1,3,1,4,3,4,1,1,5
15,4,15,1,1,0,2,2,4,2,4,1
12,14,16,1,2,0,1,2,2,1,2,1
12,4,15,1,4,0,1,3,3,5,5,3
10,10,16,2,3,0,5,3,3,1,3,2
12,0,17,1,1,0,4,2,1,1,1,4
11,3,18,1,3,0,4,3,3,2,2,3
15,0,16,2,4,0,4,3,2,1,1,5
11,6,16,2,4,0,5,3,5,1,1,5
12,4,16,1,2,1,4,5,5,4,4,5
15,2,15,1,2,0,3,2,3,1,2,1
9,28,17,1,3,1,4,4,3,3,4,5
15,0,17,1,3,0,4,4,3,1,3,4
13,2,16,2,2,0,4,2,2,1,2,5
16,0,16,1,2,0,4,2,3,1,1,3
12,20,16,1,1,0,4,5,2,1,1,5
12,0,17,2,2,0,3,2,2,1,2,3
