g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
13,18,16,1,1,0,3,4,4,1,4,5
6,2,17,2,2,0,4,2,5,1,2,5
10,12,16,2,2,1,4,4,2,1,1,3
9,5,19,1,1,0,3,2,3,3,3,5
15,7,16,2,3,0,2,4,3,1,1,5
10,0,15,1,2,0,4,4,4,2,4,2
11,4,15,1,3,0,5,3,2,1,2,5
11,2,16,2,2,0,3,4,4,1,4,5
11,2,17,2,2,0,1,2,3,1,2,5
10,0,17,1,3,0,4,3,4,2,5,5
0,0,17,1,3,1,4,3,4,1,1,5
15,2,15,1,3,0,3,2,2,1,1,5
11,8,18,2,2,0,4,3,4,2,2,4
13,0,16,2,1,0,5,4,2,1,1,5
17,2,16,1,2,0,2,3,1,1,1,3
0,0,17,1,1,3,5,4,5,1,2,5
0,0,15,3,1,0,4,3,3,1,2,4
9,0,18,1,2,0,5,3,4,1,1,5
16,4,16,1,3,0,5,4,5,1,1,4
19,10,15,1,1,0,3,5,2,1,1,3
13,6,15,1,1,0,5,3,4,4,4,1
7,6,17,2,3,0,4,4,2,1,1,4
11,6,16,4,1,0,5,5,5,5,5,5
6,6,18,2,2,0,4,3,4,1,1,3
12,8,15,1,1,0,5,4,3,2,4,5
0,0,18,1,2,0,4,3,3,1,1,2
16,0,18,2,3,0,5,3,2,1,1,4
10,4,18,1,3,0,4,3,3,1,2,3
10,2,18,2,3,0,5,3,3,1,3,4
10,4,16,3,2,0,5,3,2,1,1,4
6,7,18,3,1,0,4,4,3,2,2,5
11,14,18,1,2,0,4,2,4,1,1,4
16,3,17,2,1,0,2,4,5,3,4,2
13,8,17,1,1,0,2,2,2,3,3,5
10,4,18,2,2,0,5,4,4,1,1,4
8,0,18,2,1,1,4,4,5,2,4,5
10,4,16,1,1,0,3,1,3,1,3,5
15,0,16,1,1,0,4,3,2,2,4,5
8,16,22,1,1,3,5,4,5,5,5,1
16,12,15,2,4,0,4,4,2,2,3,3
8,10,19,1,4,0,4,3,3,1,2,3
19,5,18,1,3,0,4,3,3,1,2,2
12,0,15,1,1,0,5,5,5,3,2,5
8,0,16,1,3,0,5,3,5,1,1,3
0,0,17,3,2,0,5,4,5,2,4,5
