g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
11,2,15,1,3,0,4,3,2,1,1,5
15,0,17,1,3,0,4,4,3,1,3,4
14,4,15,1,1,0,5,3,3,1,1,5
11,40,19,1,3,1,4,1,2,1,1,3
10,2,18,2,3,0,5,3,3,1,3,4
5,14,17,1,1,0,3,5,5,1,3,1
5,14,16,1,1,0,4,5,5,5,5,4
18,8,16,1,1,0,3,5,5,2,5,4
9,11,20,1,2,2,5,5,4,4,5,4
13,0,16,2,1,0,5,4,2,1,1,5
14,0,16,1,2,0,3,3,4,1,1,4
11,3,19,1,2,1,4,5,2,2,2,4
8,15,18,1,2,1,4,4,4,2,4,5
12,4,15,3,3,0,5,2,2,1,1,4
9,0,17,1,2,0,5,3,3,1,1,3
0,0,17,1,2,1,3,3,1,1,2,4
6,6,17,2,2,0,4,1,4,1,1,1
7,2,15,1,2,1,4,4,4,1,1,3
9,8,16,2,1,2,2,3,3,2,2,2
0,0,15,1,3,0,4,3,3,1,1,5
16,4,16,1,3,0,5,4,5,1,1,4
15,2,16,3,2,0,5,4,3,1,2,1
16,2,16,1,2,0,4,3,5,1,5,2
10,2,17,2,2,0,4,3,3,1,1,1
16,2,16,1,2,0,5,4,4,1,2,5
13,14,19,1,3,2,4,1,2,1,1,3
9,0,18,1,2,0,5,3,4,1,1,5
6,4,16,1,2,0,3,3,3,2,3,2
19,5,18,1,3,0,4,3,3,1,2,2
9,7,17,1,3,0,5,4,4,1,3,4
9,2,16,1,3,0,3,4,4,2,4,4
11,4,15,1,3,0,5,3,2,1,2,5
0,0,17,3,1,1,5,2,1,1,2,1
15,0,17,2,3,0,3,3,3,2,3,2
12,14,17,2,2,0,2,5,5,1,4,5
0,0,19,1,2,1,4,2,4,2,2,3
9,9,18,1,3,0,4,3,4,1,1,5
7,5,16,1,2,3,2,3,3,2,2,4
0,0,18,1,2,0,5,3,4,1,1,4
11,4,17,2,2,0,4,5,2,1,1,1
18,0,17,1,4,0,5,2,2,1,2,5
14,4,18,1,4,0,4,5,5,1,3,2
13,10,16,1,2,0,4,3,3,1,1,2
7,5,18,2,1,0,4,4,3,1,3,5
16,5,18,1,1,0,1,4,2,2,2,1
16,12,15,2,4,0,4,4,2,2,3,3
13,23,17,1,2,0,5,2,2,1,2,5
0,0,17,1,1,3,5,4,5,1,2,5
12,0,17,1,1,0,4,4,2,2,4,5
11,0,16,1,4,0,5,2,3,1,3,3
8,10,18,2,2,0,4,4,5,1,2,2
8,20,17,3,2,1,5,2,4,1,4,5
8,12,17,2,2,0,4,4,4,4,5,5
17,0,17,1,2,0,5,4,2,2,3,5
10,10,15,1,2,3,4,3,2,2,3,3
10,4,17,1,2,0,3,1,3,1,5,3
12,0,16,2,2,0,5,4,4,2,4,5
9,75,18,2,2,0,4,1,1,1,1,5
11,2,17,2,2,0,1,2,3,1,2,5
19,0,18,2,3,0,5,4,4,1,1,1
13,13,17,1,2,0,5,3,5,4,5,3
11,2,15,1,1,0,4,2,2,1,2,5
11,14,18,1,2,0,4,2,4,1,1,4
14,0,16,1,2,0,4,4,2,1,1,3
14,2,16,1,1,0,5,3,2,2,2,5
6,18,17,1,1,0,5,3,2,1,2,3
18,6,17,2,4,0,3,1,2,1,1,3
13,10,16,1,2,0,1,3,2,1,1,1
18,2,16,1,3,0,5,3,3,1,1,5
15,2,15,1,3,0,3,2,2,1,1,5
5,12,16,1,2,0,2,4,3,1,2,3
11,2,17,3,2,0,2,1,1,1,1,3
10,4,17,1,2,0,4,3,3,2,3,2
20,4,16,1,4,0,4,2,2,1,1,2
16,3,17,2,1,0,2,4,5,3,4,2
7,6,15,2,2,2,4,4,4,1,4,3
15,10,16,1,2,0,5,4,2,1,2,5
10,4,18,2,1,0,3,3,2,1,2,3
11,0,15,1,2,0,5,3,2,1,1,1
10,2,18,4,3,0,4,3,2,1,2,4
13,6,16,1,2,1,3,1,2,1,1,5
15,9,18,1,2,0,5,4,3,1,1,2
0,0,17,1,2,0,4,3,2,2,3,2
8,2,18,1,2,0,4,3,2,1,1,3
11,2,15,1,3,0,4,2,2,1,1,5
9,2,19,1,2,3,3,4,2,1,1,5
10,19,17,1,1,1,4,4,4,3,4,3
14,6,16,1,1,0,5,3,4,1,2,1
11,8,18,2,2,0,4,3,4,2,2,4
10,6,18,3,1,3,5,2,5,1,5,4
5,16,17,1,1,3,5,5,5,2,4,5
17,13,18,2,2,0,4,2,5,3,4,1
0,0,17,1,4,0,3,4,1,1,1,2
11,0,16,1,2,0,4,4,4,1,1,3
15,7,16,2,3,0,2,4,3,1,1,5
13,8,17,1,1,0,2,2,2,3,3,5
10,4,18,2,2,0,5,4,4,1,1,4
10,0,15,1,2,0,4,4,4,2,4,2
10,4,16,1,2,0,4,3,5,2,4,4
15,10,17,1,2,0,5,3,4,1,3,3
11,4,16,1,2,0,5,3,3,1,1,5
12,6,17,2,2,0,4,4,4,2,3,5
15,11,18,1,2,0,4,3,3,1,3,5
16,0,15,1,3,0,4,5,2,1,1,3
13,2,16,1,2,0,4,2,4,2,4,1
15,0,15,1,2,0,5,5,1,1,1,5
10,4,16,1,2,0,4,3,2,1,2,5
8,0,16,1,2,0,5,4,4,1,1,5
15,2,16,2,1,0,3,3,3,1,1,4
0,0,15,2,4,0,2,2,2,1,1,3
11,22,19,2,2,1,4,2,2,1,2,1
10,2,17,2,1,3,4,5,1,1,1,3
0,0,19,2,2,0,2,3,4,2,3,2
13,0,18,3,2,0,4,3,4,1,4,5
14,4,18,1,2,0,3,2,4,1,4,2
18,0,15,1,2,0,5,4,4,1,1,1
15,2,15,1,2,0,3,2,3,1,2,1
6,4,16,1,4,0,4,3,3,1,2,5
