g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
10,2,15,2,4,1,3,1,2,1,1,1
6,4,16,1,2,0,3,3,3,2,3,2
8,20,17,3,2,1,5,2,4,1,4,5
12,8,18,1,2,1,4,4,3,1,1,3
0,0,17,1,1,3,5,4,5,1,2,5
13,0,18,2,3,0,4,2,2,2,2,5
19,0,18,2,3,0,5,4,4,1,1,1
10,4,16,1,2,0,4,3,2,1,2,5
16,0,15,1,2,0,4,5,2,1,1,5
14,6,16,1,1,1,4,4,4,3,5,5
0,0,15,1,3,0,4,3,3,1,1,5
13,2,16,3,2,0,4,3,3,2,3,4
18,2,15,1,3,0,5,4,3,1,1,4
15,2,16,3,1,0,4,2,2,1,2,3
10,0,15,1,2,0,4,4,4,2,4,2
18,6,17,2,4,0,3,1,2,1,1,3
10,0,16,1,3,1,4,1,2,1,1,2
11,2,18,1,2,0,4,4,4,3,3,5
0,0,18,1,1,3,2,3,5,2,5,4
8,0,18,2,1,1,4,4,5,2,4,5
7,16,18,1,2,1,5,3,3,1,1,4
11,6,16,4,1,0,5,5,5,5,5,5
10,0,17,1,3,0,4,3,4,2,5,5
15,0,15,1,2,0,4,4,1,1,1,1
12,0,17,1,1,0,4,4,2,2,4,5
8,38,19,2,1,1,4,3,4,1,1,4
11,0,16,1,2,0,4,4,4,1,1,3
10,0,18,2,2,0,4,3,2,1,3,3
8,16,22,1,1,3,5,4,5,5,5,1
14,2,15,2,2,0,4,4,3,1,1,2
10,6,16,2,1,0,4,3,2,1,4,5
7,2,15,1,2,1,4,4,4,1,1,3
18,8,16,1,1,0,3,5,5,2,5,4
9,2,16,1,3,0,3,4,4,2,4,4
9,75,18,2,2,0,4,1,1,1,1,5
10,0,16,2,2,0,5,3,3,1,1,1
11,2,15,1,1,0,4,2,2,1,2,5
17,2,16,1,2,0,2,3,1,1,1,3
12,0,15,1,1,0,5,5,5,3,2,5
18,24,17,2,1,1,4,2,4,2,3,2
14,0,16,2,1,0,5,3,3,1,1,3
8,15,18,1,2,1,4,4,4,2,4,5
14,8,18,2,3,0,5,4,2,1,1,4
9,15,19,1,2,2,4,3,5,3,3,5
11,4,19,1,3,1,4,3,4,1,3,3
15,0,17,1,3,0,4,2,2,1,2,3
0,0,17,1,4,0,3,4,1,1,1,2
11,16,16,1,2,0,4,4,5,5,5,5
8,10,16,1,2,0,3,4,3,2,3,3
6,2,17,2,2,0,4,2,5,1,2,5
14,7,17,1,3,0,4,4,3,1,1,5
10,10,15,1,2,3,4,3,2,2,3,3
0,0,16,1,2,3,4,3,5,1,1,3
15,0,18,1,2,0,4,1,3,1,2,1
6,6,17,2,2,0,4,1,4,1,1,1
8,6,15,2,2,2,4,4,4,2,3,5
16,2,16,1,2,0,4,5,1,1,3,5
8,10,19,1,4,0,4,3,3,1,2,3
19,5,18,1,3,0,4,3,3,1,2,2
8,0,16,1,3,0,4,3,3,1,3,4
13,0,16,2,1,0,5,4,2,1,1,5
16,0,16,1,2,0,4,2,3,1,1,3
6,8,15,1,2,0,5,2,2,1,1,5
13,4,17,2,1,0,5,2,2,1,1,2
11,0,15,1,1,0,3,3,4,2,3,5
11,6,16,2,4,0,5,3,5,1,1,5
