g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
14,0,16,1,2,0,3,3,4,1,1,4
15,2,16,3,1,0,4,2,2,1,2,3
5,12,16,1,2,0,2,4,3,1,2,3
19,0,15,1,2,0,4,2,2,1,1,1
16,4,17,1,1,0,5,2,3,1,2,5
18,2,16,1,3,0,5,3,3,1,1,5
8,0,18,2,1,1,4,4,5,2,4,5
8,0,16,2,1,0,3,3,2,1,3,3
0,0,17,1,2,0,4,3,2,2,3,2
0,0,16,1,1,0,5,4,5,1,1,3
8,4,18,1,1,1,3,2,5,2,5,5
0,0,18,1,3,0,4,3,3,1,1,3
12,20,16,1,1,0,4,5,2,1,1,5
6,10,15,1,2,0,4,4,4,1,1,5
13,2,15,1,2,0,4,3,3,1,1,5
12,12,17,1,1,0,3,4,4,1,3,5
15,4,15,1,1,0,2,2,4,2,4,1
17,2,16,1,2,0,2,3,1,1,1,3
6,6,18,2,2,0,4,3,4,1,1,3
10,6,15,2,1,1,5,5,5,3,4,5
13,2,17,2,2,0,4,5,4,2,3,3
10,6,16,1,2,0,4,4,3,1,3,4
11,4,17,1,2,0,5,2,3,1,1,2
13,10,16,1,2,0,4,3,3,1,1,2
9,4,17,1,3,0,3,2,3,1,1,4
13,0,18,2,3,0,4,2,2,2,2,5
16,12,15,2,4,0,4,4,2,2,3,3
6,4,17,1,2,0,4,3,4,1,4,4
8,14,16,1,1,2,1,2,2,1,3,5
0,0,17,1,4,0,3,4,1,1,1,2
7,2,15,1,2,1,4,4,4,1,1,3
12,4,15,1,4,0,1,3,3,5,5,3
6,4,16,1,2,0,4,3,4,1,2,2
14,6,15,1,4,0,4,3,4,1,1,4
10,8,16,3,1,0,3,3,4,3,5,3
17,13,18,2,2,0,4,2,5,3,4,1
15,11,18,1,2,0,4,3,3,1,3,5
6,8,15,1,2,0,5,2,2,1,1,5
9,8,16,2,1,2,2,3,3,2,2,2
14,4,15,1,3,0,5,3,3,1,3,1
18,6,17,2,4,0,3,1,2,1,1,3
11,0,15,1,1,0,5,4,1,1,1,1
11,22,19,2,2,1,4,2,2,1,2,1
0,0,18,1,1,3,2,3,5,2,5,4
8,2,15,2,2,0,4,1,3,1,3,4
10,0,16,1,2,0,4,5,2,1,2,3
14,6,16,1,1,1,4,4,4,3,5,5
19,5,18,1,3,0,4,3,3,1,2,2
10,0,17,2,1,0,4,1,1,2,2,5
15,6,15,1,4,0,5,5,4,1,2,5
12,0,16,1,2,1,4,4,4,1,3,5
13,12,18,1,2,1,5,4,3,1,1,5
16,3,17,1,1,0,4,3,5,3,5,5
8,2,15,1,3,0,4,3,2,1,1,5
12,14,16,1,2,0,1,2,2,1,2,1
9,75,18,2,2,0,4,1,1,1,1,5
17,0,16,1,3,0,4,4,3,1,1,4
0,0,16,2,1,2,4,3,2,1,1,5
13,2,16,1,1,0,3,4,4,3,3,1
0,0,18,2,3,0,4,4,4,1,1,3
10,4,18,1,3,0,4,3,3,1,2,3
10,2,18,4,3,0,4,3,2,1,2,4
15,2,16,3,2,0,5,4,3,1,2,1
13,0,16,2,1,0,5,4,2,1,1,5
8,56,17,1,2,0,5,3,3,2,3,1
10,4,16,1,1,0,3,1,3,1,3,5
8,6,15,2,2,2,4,4,4,2,3,5
10,8,15,2,4,0,3,4,3,1,1,1
19,6,15,1,1,0,5,5,3,1,1,4
11,2,16,2,2,0,3,4,4,1,4,5
10,2,17,2,1,3,4,5,1,1,1,3
10,12,16,2,2,1,4,4,2,1,1,3
14,6,18,1,3,0,4,2,4,1,3,2
6,2,17,2,2,0,4,2,5,1,2,5
0,0,19,1,1,3,4,5,4,1,1,4
9,5,19,1,1,0,3,2,3,3,3,5
18,21,18,1,2,0,3,1,2,1,3,2
5,8,18,1,2,1,4,3,3,1,3,5
7,3,21,1,1,3,5,5,3,3,3,3
8,10,19,1,4,0,4,3,3,1,2,3
10,0,15,4,1,3,4,5,5,2,5,5
14,7,17,1,3,0,4,4,3,1,1,5
9,14,17,1,2,0,4,5,5,1,3,2
9,2,16,1,3,0,3,4,4,2,4,4
13,10,16,1,2,0,1,3,2,1,1,1
18,0,15,1,2,0,5,4,4,1,1,1
12,0,19,1,2,1,4,5,3,1,2,5
6,26,15,2,2,0,4,3,5,1,1,2
14,0,18,1,4,0,4,3,3,1,1,3
0,0,18,1,2,1,4,3,3,2,2,2
0,0,15,1,3,0,4,3,3,1,1,5
8,0,18,1,2,0,4,3,4,1,1,1
0,0,18,2,2,1,1,1,1,1,1,5
10,4,18,1,2,0,5,4,3,3,4,2
10,4,17,1,2,0,3,1,3,1,5,3
9,0,15,1,2,0,3,3,3,1,2,2
11,0,15,1,2,0,4,4,2,1,2,5
12,2,17,2,2,0,3,3,3,2,3,4
15,7,16,2,3,0,2,4,3,1,1,5
11,2,17,1,2,0,4,3,3,1,2,4
12,2,15,1,1,0,3,2,2,1,3,3
0,0,18,1,2,0,4,3,3,1,1,2
13,2,16,3,2,0,4,3,3,2,3,4
0,0,18,2,2,0,5,3,3,1,2,1
8,16,22,1,1,3,5,4,5,5,5,1
8,30,17,2,1,0,4,5,4,2,4,5
16,0,16,1,2,0,4,2,3,1,1,3
7,5,16,1,2,3,2,3,3,2,2,4
15,16,17,1,3,0,4,4,5,1,3,5
0,0,15,1,2,3,3,3,2,1,1,3
9,0,18,1,2,0,5,3,4,1,1,5
10,10,18,1,2,0,5,4,5,1,3,5
16,9,18,1,3,0,5,3,2,1,2,4
14,6,16,1,1,0,5,3,4,1,2,1
15,0,17,2,3,0,3,3,3,2,3,2
15,0,17,1,3,0,4,2,2,1,2,3
10,6,16,3,2,0,5,3,3,1,3,2
9,15,19,1,2,2,4,3,5,3,3,5
18,6,16,3,1,0,4,3,3,1,1,4
8,13,18,1,2,1,3,2,4,2,4,4
15,4,15,2,2,0,5,3,3,1,3,4
10,18,19,1,2,1,4,4,3,1,3,3
12,8,15,1,1,0,5,4,3,2,4,5
10,4,18,2,1,0,3,3,2,1,2,3
18,2,15,1,3,0,5,4,3,1,1,4
15,0,16,2,4,0,4,3,2,1,1,5
16,2,16,1,2,0,5,4,4,1,2,5
9,0,18,1,3,0,5,4,5,2,3,5
12,2,18,2,2,1,4,4,3,2,3,5
0,0,19,2,2,0,2,3,4,2,3,2
7,18,16,1,2,0,4,1,3,3,5,5
11,16,16,1,1,0,3,2,1,1,4,5
10,2,17,2,2,0,4,3,3,1,1,1
12,16,16,2,1,1,4,5,2,1,1,2
15,0,15,2,1,0,4,3,2,1,1,5
0,0,15,2,3,2,4,2,2,2,2,5
14,2,15,1,2,0,4,3,3,2,2,5
6,4,16,1,4,0,4,3,3,1,2,5
5,2,15,1,2,2,3,3,4,2,4,5
6,6,17,2,2,0,4,1,4,1,1,1
5,16,17,1,1,3,5,5,5,2,4,5
12,0,16,1,1,0,5,3,2,1,2,5
11,16,16,1,2,0,4,4,5,5,5,5
13,4,17,2,2,0,4,3,3,1,2,5
14,2,15,1,1,0,4,3,3,1,3,5
12,2,16,1,2,0,4,2,3,1,2,3
0,0,18,1,1,2,3,3,3,1,2,4
8,10,18,2,2,0,4,4,5,1,2,2
0,0,17,2,1,2,3,3,2,2,2,5
