g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
15,0,16,1,1,0,4,3,2,2,4,5
10,6,15,2,1,1,5,5,5,3,4,5
15,0,15,1,2,0,4,3,2,1,1,1
9,2,15,1,2,0,4,3,2,1,1,5
0,0,18,2,2,0,5,3,3,1,2,1
12,0,19,1,2,1,4,5,3,1,2,5
16,0,16,1,2,0,4,2,3,1,1,3
6,4,16,1,2,0,3,3,3,2,3,2
0,0,18,1,2,1,4,3,3,2,2,2
12,0,15,1,2,0,5,4,2,3,4,5
10,2,17,2,2,0,4,3,3,1,1,1
10,4,17,1,2,0,4,3,3,2,3,2
0,0,15,1,2,3,3,3,2,1,1,3
8,10,18,2,2,0,4,4,5,1,2,2
9,0,15,1,2,0,3,3,3,1,2,2
15,1,17,1,3,0,3,4,3,2,3,5
14,4,17,2,3,0,4,3,3,1,2,4
9,2,19,1,2,3,3,4,2,1,1,5
12,2,16,1,2,0,4,2,3,1,2,3
11,25,16,2,2,1,3,3,3,1,2,3
0,0,18,2,3,0,4,4,4,1,1,3
10,0,18,2,2,0,4,3,2,1,3,3
10,2,16,1,2,0,4,3,5,1,1,5
18,2,15,1,2,0,4,3,3,1,1,5
13,6,15,4,4,0,1,3,5,3,5,1
10,0,17,1,2,0,4,4,4,1,3,5
19,5,18,1,3,0,4,3,3,1,2,2
6,0,15,2,1,0,3,5,1,1,1,5
15,2,16,3,1,0,4,2,2,1,2,3
12,0,17,1,1,0,4,4,2,2,4,5
15,2,16,3,2,0,5,4,3,1,2,1
11,16,16,1,1,0,3,2,1,1,4,5
6,6,18,2,2,0,4,3,4,1,1,3
14,4,15,1,3,0,5,3,3,1,3,1
10,10,16,2,3,0,5,3,3,1,3,2
10,4,18,2,1,0,3,3,2,1,2,3
10,8,16,3,1,0,3,3,4,3,5,3
0,0,18,1,2,0,5,3,4,1,1,4
7,6,15,2,2,2,4,4,4,1,4,3
8,15,18,1,2,1,2,4,4,1,1,4
8,0,16,1,3,0,5,3,5,1,1,3
11,2,16,1,1,0,3,3,3,1,2,3
10,2,17,2,1,3,4,5,1,1,1,3
0,0,19,1,2,1,4,2,4,2,2,3
18,4,15,1,1,0,4,5,5,1,3,1
11,2,17,1,2,0,4,3,3,1,2,4
10,2,17,2,2,0,4,4,3,1,1,3
14,2,17,1,2,0,3,5,2,2,2,1
11,6,16,1,2,0,2,4,4,2,3,4
