g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
10,4,18,2,1,0,3,3,2,1,2,3
0,0,16,3,1,2,3,4,5,2,4,2
0,0,19,2,1,1,4,3,2,1,3,5
13,0,18,3,2,0,4,3,4,1,4,5
18,6,16,3,1,0,4,3,3,1,1,4
9,12,17,1,2,0,4,2,2,1,1,3
15,9,18,1,2,0,5,4,3,1,1,2
12,12,17,1,1,0,3,4,4,1,3,5
0,0,16,1,1,0,5,4,5,1,1,3
0,0,17,1,3,1,4,3,4,1,1,5
16,4,17,1,1,0,5,2,3,1,2,5
9,6,17,1,2,0,3,3,3,1,3,3
10,6,18,3,1,3,5,2,5,1,5,4
7,5,18,2,1,0,4,4,3,1,3,5
10,6,16,3,2,0,5,3,3,1,3,2
14,2,15,2,2,0,4,4,3,1,1,2
10,8,16,3,1,0,3,3,4,3,5,3
12,2,17,1,2,0,5,3,3,1,3,3
10,8,16,1,2,0,5,3,4,1,1,2
17,0,16,1,3,0,4,4,3,1,1,4
16,4,16,1,3,0,5,4,5,1,1,4
12,6,17,1,3,0,4,3,3,1,1,3
15,0,16,1,1,0,4,3,2,2,4,5
10,12,17,1,1,0,5,2,1,1,2,3
18,0,15,1,2,0,5,4,4,1,1,1
9,5,19,1,1,0,3,2,3,3,3,5
15,0,15,1,2,0,4,4,1,1,1,1
16,0,15,1,2,0,4,5,2,1,1,5
13,2,16,1,2,0,4,2,4,2,4,1
7,18,16,1,2,0,4,1,3,3,5,5
15,0,17,1,3,0,4,4,3,1,3,4
18,0,20,1,1,0,5,5,3,1,1,5
15,0,17,1,3,0,4,2,2,1,2,3
16,12,15,2,4,0,4,4,2,2,3,3
13,8,15,1,1,0,4,3,1,1,1,2
15,0,18,1,2,0,4,1,3,1,2,1
12,14,17,2,2,0,2,5,5,1,4,5
18,2,16,1,3,0,5,3,3,1,1,5
14,4,18,1,2,0,3,2,4,1,4,2
8,20,17,3,2,1,5,2,4,1,4,5
12,0,16,2,2,0,5,4,4,2,4,5
9,22,18,2,1,0,3,2,4,1,4,3
7,5,16,1,2,3,2,3,3,2,2,4
0,0,19,2,2,0,2,3,4,2,3,2
13,2,17,2,2,0,4,5,4,2,3,3
0,0,17,1,2,0,4,3,2,2,3,2
0,0,16,2,1,1,4,4,4,2,4,5
5,14,17,1,1,0,3,5,5,1,3,1
11,3,18,1,3,0,4,3,3,2,2,3
7,2,15,1,2,1,4,4,4,1,1,3
15,0,17,2,3,0,3,3,3,2,3,2
13,2,15,1,2,0,4,3,3,1,1,5
