g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
6,4,17,1,2,0,4,3,4,1,4,4
19,10,15,1,1,0,3,5,2,1,1,3
13,13,17,1,2,0,5,3,5,4,5,3
12,0,16,1,1,0,5,3,2,1,2,5
15,16,17,1,3,0,4,4,5,1,3,5
0,0,19,1,2,1,4,2,4,2,2,3
0,0,18,1,3,0,4,3,3,1,1,3
0,0,17,3,2,0,5,4,5,2,4,5
9,12,17,1,2,0,4,2,2,1,1,3
12,4,15,3,3,0,5,2,2,1,1,4
15,0,18,1,2,0,4,1,3,1,2,1
6,6,17,2,2,0,4,1,4,1,1,1
18,8,16,1,1,0,3,5,5,2,5,4
8,4,18,1,1,1,3,2,5,2,5,5
10,10,16,2,3,0,5,3,3,1,3,2
14,4,15,1,1,0,5,3,3,1,1,5
14,8,18,2,3,0,5,4,2,1,1,4
17,0,15,2,2,0,4,3,1,1,1,5
6,4,17,1,2,0,5,3,3,1,1,3
0,0,15,1,2,3,3,3,2,1,1,3
6,26,15,2,2,0,4,3,5,1,1,2
0,0,18,1,2,0,4,3,3,1,1,2
9,8,15,1,2,0,5,4,2,1,1,5
8,8,15,1,4,0,5,1,2,1,1,3
11,14,18,1,2,0,4,2,4,1,1,4
10,8,16,1,2,0,5,3,4,1,1,2
11,4,19,1,3,1,4,3,4,1,3,3
18,0,20,1,1,0,5,5,3,1,1,5
20,4,16,1,4,0,4,2,2,1,1,2
11,0,15,1,1,0,3,3,4,2,3,5
12,16,16,2,1,1,4,5,2,1,1,2
11,6,16,4,1,0,5,5,5,5,5,5
10,2,18,2,3,0,5,3,3,1,3,4
18,24,17,2,1,1,4,2,4,2,3,2
11,2,15,2,2,0,5,4,3,1,2,3
0,0,18,1,1,2,3,3,3,1,2,4
12,20,16,1,1,0,4,5,2,1,1,5
13,10,16,1,2,0,4,3,3,1,1,2
14,8,18,1,2,0,5,2,4,1,2,4
15,0,17,1,2,0,2,3,4,1,1,1
13,12,18,1,2,1,5,4,3,1,1,5
10,0,16,2,2,0,5,3,3,1,1,1
11,6,16,2,4,0,5,3,5,1,1,5
0,0,18,1,1,3,2,3,5,2,5,4
14,2,15,2,2,0,4,4,3,1,1,2
14,0,16,1,2,0,3,3,4,1,1,4
5,8,18,1,2,1,4,3,3,1,3,5
15,6,15,1,4,0,5,5,4,1,2,5
11,4,17,2,2,0,4,5,2,1,1,1
14,0,16,1,2,0,4,4,2,1,1,3
6,2,17,2,2,0,4,2,5,1,2,5
9,11,20,1,2,2,5,5,4,4,5,4
10,4,16,1,1,0,3,1,3,1,3,5
4,22,17,1,2,2,3,4,5,2,4,1
13,23,17,1,2,0,5,2,2,1,2,5
16,3,17,2,1,0,2,4,5,3,4,2
13,0,16,2,1,0,5,4,2,1,1,5
11,4,17,1,2,0,5,4,5,1,2,5
8,10,16,1,2,0,3,4,3,2,3,3
15,0,17,2,3,0,3,3,3,2,3,2
8,38,19,2,1,1,4,3,4,1,1,4
10,4,16,1,2,0,4,3,2,1,2,5
0,0,19,2,1,1,4,3,2,1,3,5
10,6,18,3,1,3,5,2,5,1,5,4
9,0,18,1,2,0,5,3,4,1,1,5
6,0,15,2,1,0,3,5,1,1,1,5
12,2,17,2,2,0,3,3,3,2,3,4
12,14,17,2,2,0,2,5,5,1,4,5
8,14,16,1,1,2,1,2,2,1,3,5
15,0,15,1,2,0,4,4,1,1,1,1
0,0,16,1,1,0,3,3,2,2,1,5
10,2,17,1,1,0,5,3,3,1,4,2
14,6,18,1,3,0,4,2,4,1,3,2
11,2,15,1,1,0,4,2,2,1,2,5
8,15,18,1,2,1,2,4,4,1,1,4
10,6,15,2,1,1,5,5,5,3,4,5
14,4,15,1,3,0,5,3,3,1,3,1
13,10,18,2,1,1,2,5,5,5,5,5
6,7,18,3,1,0,4,4,3,2,2,5
13,0,18,2,3,0,4,2,2,2,2,5
8,8,19,3,2,3,5,4,4,3,3,2
11,0,15,1,2,0,4,4,2,1,2,5
10,4,17,1,3,0,4,3,3,1,1,4
0,0,19,2,2,0,2,3,4,2,3,2
9,4,17,2,2,0,4,4,4,4,4,4
11,0,16,1,2,0,4,4,4,1,1,3
13,0,18,2,2,0,3,3,3,5,5,4
11,4,17,1,1,0,4,4,3,1,3,5
13,14,19,1,3,2,4,1,2,1,1,3
10,0,16,1,3,1,4,1,2,1,1,2
9,4,17,1,3,0,3,2,3,1,1,4
11,12,17,1,2,0,4,3,4,2,3,4
0,0,17,2,1,2,3,3,2,2,2,5
14,7,17,1,3,0,4,4,3,1,1,5
18,6,16,3,1,0,4,3,3,1,1,4
0,0,16,2,1,2,4,3,2,1,1,5
15,0,16,1,1,0,5,4,3,1,1,5
12,14,16,1,2,0,1,2,2,1,2,1
12,0,16,1,2,1,4,4,4,1,3,5
10,0,18,2,2,0,4,3,2,1,3,3
8,20,17,3,2,1,5,2,4,1,4,5
15,4,20,2,3,2,5,4,3,1,1,3
14,2,15,1,2,0,4,3,3,2,2,5
11,10,15,1,4,0,4,3,3,1,1,4
13,2,15,1,2,0,4,3,3,1,1,5
15,0,16,1,2,0,4,2,3,1,2,5
11,2,18,1,2,0,4,4,4,3,3,5
15,4,15,2,2,0,5,3,3,1,3,4
13,8,15,1,1,0,4,3,1,1,1,2
14,2,16,1,1,0,5,3,2,2,2,5
12,3,18,3,1,0,4,3,3,2,3,3
15,2,17,2,2,0,4,4,4,1,3,1
10,18,19,1,2,1,4,4,3,1,3,3
11,6,16,1,2,0,2,4,4,2,3,4
11,2,17,2,2,0,1,2,3,1,2,5
11,2,15,1,3,0,4,2,2,1,1,5
16,2,16,1,2,0,4,2,3,1,1,5
