g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
16,2,16,1,2,0,5,4,4,1,2,5
13,2,15,1,2,0,4,3,3,1,1,5
15,0,16,1,1,0,5,4,3,1,1,5
8,8,15,1,4,0,5,1,2,1,1,3
8,0,16,1,3,0,5,3,5,1,1,3
9,22,18,2,1,0,3,2,4,1,4,3
9,10,16,1,1,0,4,3,3,3,4,3
11,25,16,2,2,1,3,3,3,1,2,3
13,10,16,1,2,0,4,3,3,1,1,2
12,4,15,1,4,0,1,3,3,5,5,3
10,2,17,1,2,0,5,4,4,3,4,5
14,0,16,1,3,0,5,3,2,1,1,5
18,6,16,3,1,0,4,3,3,1,1,4
13,6,16,1,2,1,3,1,2,1,1,5
12,8,15,1,1,0,5,4,3,2,4,5
11,8,17,1,3,0,3,4,3,1,1,3
8,2,17,2,1,1,4,4,4,1,2,5
10,2,17,1,1,0,5,3,3,1,4,2
17,7,18,1,4,0,5,3,3,1,1,1
0,0,16,1,1,0,5,4,5,1,1,3
16,0,15,1,3,0,4,5,2,1,1,3
8,2,18,1,4,0,4,5,5,2,4,5
14,7,17,1,3,0,4,4,3,1,1,5
14,0,18,1,4,0,4,3,3,1,1,3
8,30,17,2,1,0,4,5,4,2,4,5
0,0,19,2,2,0,2,3,4,2,3,2
10,0,18,3,1,0,4,4,1,3,4,5
6,18,17,1,1,0,5,3,2,1,2,3
10,8,16,1,2,0,5,3,4,1,1,2
16,2,16,1,2,0,4,3,5,1,5,2
14,6,16,1,3,0,3,2,3,1,2,2
0,0,17,3,1,1,5,2,1,1,2,1
15,2,15,1,3,0,3,2,2,1,1,5
8,15,18,1,2,1,2,4,4,1,1,4
6,6,17,2,2,0,4,1,4,1,1,1
7,16,18,1,2,1,5,3,3,1,1,4
18,8,16,1,1,0,3,5,5,2,5,4
11,2,15,1,3,0,4,3,2,1,1,5
12,2,16,1,2,0,4,2,3,1,2,3
18,0,17,1,4,0,5,2,2,1,2,5
13,6,15,1,1,0,3,4,3,1,2,4
16,3,17,2,1,0,2,4,5,3,4,2
11,8,18,2,2,0,4,3,4,2,2,4
10,4,16,1,2,0,4,3,5,2,4,4
5,14,16,1,1,0,4,5,5,5,5,4
0,0,15,2,4,0,2,2,2,1,1,3
11,12,19,1,2,0,4,3,1,1,1,1
18,6,17,2,4,0,3,1,2,1,1,3
8,2,15,2,2,0,4,1,3,1,3,4
10,0,16,1,3,1,4,1,2,1,1,2
9,4,19,2,2,2,3,2,2,1,1,3
15,0,16,2,4,0,4,3,2,1,1,5
14,4,16,1,1,0,4,4,4,1,2,2
6,4,16,1,4,0,4,3,3,1,2,5
0,0,19,1,2,1,4,2,4,2,2,3
0,0,15,3,1,0,4,3,3,1,2,4
12,6,17,2,2,0,4,4,4,2,3,5
0,0,16,1,1,0,3,3,2,2,1,5
10,0,17,1,3,0,4,3,4,2,5,5
13,23,17,1,2,0,5,2,2,1,2,5
9,14,17,1,2,0,4,5,5,1,3,2
12,0,16,1,1,0,5,3,2,1,2,5
15,0,15,1,2,0,4,4,1,1,1,1
11,4,19,1,3,1,4,3,4,1,3,3
8,0,16,1,3,0,4,3,3,1,3,4
10,6,18,3,1,3,5,2,5,1,5,4
8,4,19,3,1,1,4,4,4,3,3,5
11,4,17,1,1,0,4,4,3,1,3,5
10,2,18,2,3,0,5,3,3,1,3,4
15,1,17,1,3,0,3,4,3,2,3,5
15,9,18,1,2,0,5,4,3,1,1,2
12,3,18,3,1,0,4,3,3,2,3,3
13,4,17,1,2,0,4,4,2,5,5,4
10,0,16,1,2,0,4,5,2,1,2,3
13,4,17,2,2,0,4,3,3,1,2,5
14,4,15,1,3,0,5,3,3,1,3,1
0,0,19,1,1,3,4,5,4,1,1,4
10,8,17,4,1,0,4,4,5,5,5,4
9,4,16,1,2,0,4,4,3,1,1,1
0,0,17,1,1,3,5,4,5,1,2,5
16,9,18,1,3,0,5,3,2,1,2,4
