g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
15,2,16,3,2,0,5,4,3,1,2,1
11,3,19,1,2,1,4,5,2,2,2,4
7,16,18,1,2,1,5,3,3,1,1,4
18,2,15,1,3,0,5,4,3,1,1,4
11,2,17,2,2,0,1,2,3,1,2,5
16,2,16,1,2,0,4,2,3,1,1,5
5,14,17,1,1,0,3,5,5,1,3,1
18,0,17,1,4,0,5,2,2,1,2,5
8,2,18,1,4,0,4,5,5,2,4,5
17,13,18,2,2,0,4,2,5,3,4,1
12,0,15,1,1,0,5,5,5,3,2,5
14,6,18,1,3,0,4,2,4,1,3,2
14,2,15,1,1,0,4,3,3,1,3,5
8,8,19,3,2,3,5,4,4,3,3,2
0,0,15,3,1,0,4,3,3,1,2,4
8,13,18,1,2,1,3,2,4,2,4,4
11,6,16,2,4,0,5,3,5,1,1,5
12,2,15,1,1,0,3,2,2,1,3,3
18,21,18,1,2,0,3,1,2,1,3,2
16,0,15,1,2,0,4,5,2,1,1,5
13,8,15,1,1,0,4,3,1,1,1,2
8,3,17,2,1,0,3,3,3,1,4,3
12,0,15,1,2,0,5,3,2,1,1,2
11,2,15,1,3,0,4,3,2,1,1,5
12,6,17,2,2,0,4,4,4,2,3,5
13,12,19,1,3,1,5,4,3,1,2,5
16,2,16,1,2,0,5,4,4,1,2,5
13,2,17,2,2,0,4,5,4,2,3,3
11,11,18,1,2,0,4,3,2,1,4,5
16,0,18,2,3,0,5,3,2,1,1,4
13,0,18,2,2,0,3,3,3,5,5,4
12,2,17,1,2,0,5,3,3,1,3,3
0,0,18,2,2,1,1,1,1,1,1,5
16,0,15,1,3,0,4,5,2,1,1,3
11,6,16,4,1,0,5,5,5,5,5,5
18,6,16,3,1,0,4,3,3,1,1,4
15,10,17,1,2,0,5,3,4,1,3,3
18,8,16,1,1,0,3,5,5,2,5,4
12,4,15,1,4,0,1,3,3,5,5,3
12,14,16,1,2,0,1,2,2,1,2,1
16,4,17,1,1,0,5,2,3,1,2,5
10,0,15,4,1,3,4,5,5,2,5,5
8,30,17,2,1,0,4,5,4,2,4,5
13,2,16,2,2,0,4,2,2,1,2,5
13,13,17,1,2,0,5,3,5,4,5,3
8,20,17,3,2,1,5,2,4,1,4,5
15,0,16,1,2,0,4,2,3,1,2,5
10,19,17,1,1,1,4,4,4,3,4,3
8,38,19,2,1,1,4,3,4,1,1,4
10,10,16,2,3,0,5,3,3,1,3,2
12,2,18,2,2,1,4,4,3,2,3,5
8,0,16,1,3,0,5,3,5,1,1,3
15,0,16,2,4,0,4,3,2,1,1,5
11,0,16,1,2,0,4,4,4,1,1,3
6,6,18,2,2,0,4,3,4,1,1,3
0,0,17,1,1,3,5,4,5,1,2,5
13,20,19,1,2,1,4,4,4,1,1,3
16,5,18,1,1,0,1,4,2,2,2,1
11,3,17,1,3,0,3,3,2,2,2,3
0,0,16,1,1,0,3,3,2,2,1,5
7,5,16,1,2,3,2,3,3,2,2,4
11,4,19,1,3,1,4,3,4,1,3,3
13,20,19,3,2,0,3,4,1,1,1,2
11,3,18,1,3,0,4,3,3,2,2,3
11,4,17,1,2,0,5,4,5,1,2,5
15,2,16,2,1,0,3,3,3,1,1,4
10,2,17,2,1,3,4,5,1,1,1,3
11,4,15,1,3,0,5,3,2,1,2,5
11,2,15,1,1,0,4,2,2,1,2,5
10,6,15,2,1,1,5,5,5,3,4,5
7,18,16,1,2,0,4,1,3,3,5,5
0,0,19,1,1,3,4,5,4,1,1,4
14,0,16,2,1,0,5,3,3,1,1,3
15,0,15,1,2,0,5,5,1,1,1,5
13,0,18,3,2,0,4,3,4,1,4,5
17,0,17,1,2,0,5,4,2,2,3,5
9,15,19,1,2,2,4,3,5,3,3,5
10,0,17,2,1,0,4,1,1,2,2,5
11,12,17,1,2,0,4,3,4,2,3,4
13,6,16,1,2,1,3,1,2,1,1,5
6,4,16,1,4,0,4,3,3,1,2,5
10,0,16,1,3,1,4,1,2,1,1,2
8,16,22,1,1,3,5,4,5,5,5,1
0,0,17,3,1,1,5,2,1,1,2,1
8,0,18,2,1,1,4,4,5,2,4,5
9,8,16,2,1,2,2,3,3,2,2,2
13,23,17,1,2,0,5,2,2,1,2,5
10,0,18,2,2,0,4,3,2,1,3,3
18,6,17,2,4,0,3,1,2,1,1,3
11,8,17,1,3,0,3,4,3,1,1,3
11,4,17,1,2,0,5,2,3,1,1,2
