g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
10,4,16,1,2,0,4,3,5,2,4,4
15,10,17,1,2,0,5,3,4,1,3,3
7,6,17,2,3,0,4,4,2,1,1,4
0,0,15,1,3,0,4,3,3,1,1,5
15,0,16,2,4,0,4,3,2,1,1,5
10,0,15,1,4,0,3,3,3,1,1,3
12,2,17,2,2,0,3,3,3,2,3,4
16,0,18,2,3,0,5,3,2,1,1,4
0,0,15,2,4,0,2,2,2,1,1,3
14,0,16,1,3,0,5,3,2,1,1,5
6,6,18,2,2,0,4,3,4,1,1,3
9,0,17,1,2,0,5,3,3,1,1,3
6,10,15,1,2,0,4,4,4,1,1,5
13,0,16,2,1,0,5,4,2,1,1,5
15,0,15,1,2,0,5,5,1,1,1,5
5,8,18,1,2,1,4,3,3,1,3,5
12,0,16,2,2,0,5,4,4,2,4,5
0,0,18,1,2,0,4,3,3,1,1,2
0,0,15,2,3,2,4,2,2,2,2,5
0,0,17,3,2,0,5,4,5,2,4,5
10,2,17,2,1,3,4,5,1,1,1,3
15,0,17,1,2,0,2,3,4,1,1,1
13,8,17,1,1,0,2,2,2,3,3,5
11,4,17,1,2,0,5,2,3,1,1,2
10,0,16,2,2,0,5,3,3,1,1,1
10,2,15,2,4,1,3,1,2,1,1,1
0,0,18,2,3,0,4,4,4,1,1,3
15,0,16,1,2,0,4,2,3,1,2,5
8,30,17,2,1,0,4,5,4,2,4,5
10,0,17,1,2,0,4,4,4,1,3,5
11,4,16,1,2,0,5,3,3,1,1,5
16,0,16,1,2,0,4,2,3,1,1,3
5,14,16,1,1,0,4,5,5,5,5,4
12,0,17,1,1,0,4,4,2,2,4,5
12,0,15,1,2,0,5,4,2,3,4,5
8,0,18,2,1,1,4,4,5,2,4,5
13,12,18,1,2,1,5,4,3,1,1,5
11,2,16,1,1,0,3,3,3,1,2,3
14,4,15,1,1,0,5,3,3,1,1,5
6,4,16,1,4,0,4,3,3,1,2,5
10,6,16,1,2,0,4,4,3,1,3,4
14,0,16,1,2,0,4,4,2,1,1,3
11,2,16,2,2,0,3,4,4,1,4,5
11,12,17,1,2,0,4,3,4,2,3,4
12,0,16,1,1,0,5,3,2,1,2,5
10,4,17,1,2,0,4,3,3,2,3,2
0,0,19,1,3,1,5,4,2,1,2,5
8,13,18,1,2,1,3,2,4,2,4,4
9,15,19,1,2,2,4,3,5,3,3,5
10,12,16,2,2,1,4,4,2,1,1,3
8,16,22,1,1,3,5,4,5,5,5,1
10,8,16,3,1,0,3,3,4,3,5,3
14,8,18,1,2,0,5,2,4,1,2,4
15,10,16,1,2,0,5,4,2,1,2,5
17,0,16,1,3,0,4,4,3,1,1,4
12,0,16,1,2,1,4,4,4,1,3,5
13,0,18,2,2,0,3,3,3,5,5,4
7,3,21,1,1,3,5,5,3,3,3,3
6,7,18,3,1,0,4,4,3,2,2,5
15,0,15,2,1,0,4,3,2,1,1,5
14,6,15,1,4,0,4,3,4,1,1,4
11,6,16,1,2,0,2,4,4,2,3,4
12,12,17,1,1,0,3,4,4,1,3,5
0,0,19,2,2,0,2,3,4,2,3,2
8,0,16,1,3,0,4,3,3,1,3,4
15,4,15,2,2,0,5,3,3,1,3,4
10,8,15,2,3,2,4,2,1,2,3,3
14,6,16,1,3,0,3,2,3,1,2,2
9,4,17,2,2,0,4,4,4,4,4,4
9,14,18,4,2,0,4,3,2,4,5,3
14,0,16,2,1,0,5,3,3,1,1,3
15,0,15,1,1,0,5,4,2,1,1,5
10,10,16,2,3,0,5,3,3,1,3,2
10,2,16,1,2,0,4,3,5,1,1,5
10,17,17,1,2,0,4,5,4,2,3,1
16,4,16,1,3,0,5,4,5,1,1,4
11,22,19,2,2,1,4,2,2,1,2,1
9,14,16,2,2,1,4,3,3,2,2,5
12,0,17,2,2,0,3,2,2,1,2,3
11,0,15,1,1,0,3,3,4,2,3,5
15,16,17,1,3,0,4,4,5,1,3,5
0,0,17,2,1,2,3,3,2,2,2,5
11,4,15,1,3,0,5,3,2,1,2,5
8,3,17,2,1,0,3,3,3,1,4,3
8,2,15,1,3,0,4,3,2,1,1,5
13,2,17,2,2,0,4,5,4,2,3,3
10,10,18,1,2,0,5,4,5,1,3,5
9,4,17,1,3,0,3,2,3,1,1,4
11,16,16,1,2,0,4,4,5,5,5,5
13,2,16,3,2,0,4,3,3,2,3,4
9,9,18,1,3,0,4,3,4,1,1,5
14,6,18,1,3,0,4,2,4,1,3,2
8,8,15,1,4,0,5,1,2,1,1,3
8,2,15,1,2,0,4,4,4,1,1,1
15,0,15,1,2,0,4,4,1,1,1,1
10,4,18,2,2,0,5,4,4,1,1,4
8,2,15,2,2,0,4,1,3,1,3,4
11,4,17,1,2,0,5,4,5,1,2,5
14,6,16,1,1,0,5,3,4,1,2,1
12,8,18,1,2,1,4,4,3,1,1,3
5,14,18,2,1,1,5,4,3,4,3,3
9,75,18,2,2,0,4,1,1,1,1,5
13,4,17,2,2,0,4,3,3,1,2,5
13,6,15,1,1,0,3,4,3,1,2,4
10,0,16,1,2,0,4,5,2,1,2,3
8,38,19,2,1,1,4,3,4,1,1,4
7,2,15,1,2,1,4,4,4,1,1,3
16,3,17,1,1,0,4,3,5,3,5,5
10,4,16,1,2,0,4,3,2,1,2,5
8,10,18,2,2,0,4,4,5,1,2,2
10,6,15,2,1,1,5,5,5,3,4,5
16,0,15,1,3,0,4,5,2,1,1,3
15,6,15,1,4,0,5,5,4,1,2,5
10,12,17,1,1,0,5,2,1,1,2,3
10,6,15,1,2,0,4,3,3,2,3,5
0,0,18,1,2,1,5,5,4,3,5,2
0,0,18,2,2,0,5,3,3,1,2,1
11,10,18,3,2,0,3,2,2,4,2,5
10,0,18,3,1,0,4,4,1,3,4,5
18,2,15,1,3,0,5,4,3,1,1,4
18,21,18,1,2,0,3,1,2,1,3,2
9,0,18,1,3,0,5,4,5,2,3,5
10,8,17,4,1,0,4,4,5,5,5,4
0,0,15,3,1,0,4,3,3,1,2,4
0,0,19,1,2,1,4,2,4,2,2,3
13,0,18,3,2,0,4,3,4,1,4,5
