g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
10,4,17,1,2,0,4,4,4,1,3,1
12,4,15,1,4,0,1,3,3,5,5,3
9,11,20,1,2,2,5,5,4,4,5,4
12,14,17,2,2,0,2,5,5,1,4,5
15,2,15,1,2,0,3,2,3,1,2,1
13,20,19,3,2,0,3,4,1,1,1,2
11,0,15,1,1,0,3,3,4,2,3,5
0,0,17,1,1,3,5,4,5,1,2,5
15,2,16,3,1,0,4,2,2,1,2,3
0,0,17,1,2,0,4,3,2,2,3,2
12,1,18,1,3,0,5,3,2,1,1,3
12,0,17,2,2,0,3,2,2,1,2,3
0,0,17,3,2,0,5,4,5,2,4,5
15,0,15,1,2,0,4,4,1,1,1,1
11,12,16,1,2,0,2,3,5,1,4,3
10,2,17,2,2,0,4,4,3,1,1,3
10,4,16,1,2,0,4,3,2,1,2,5
13,12,19,1,3,1,5,4,3,1,2,5
10,8,16,1,2,0,5,3,4,1,1,2
8,56,17,1,2,0,5,3,3,2,3,1
10,17,17,1,2,0,4,5,4,2,3,1
10,2,15,1,2,0,4,3,2,2,3,4
10,8,15,2,4,0,3,4,3,1,1,1
14,0,16,1,3,0,5,3,2,1,1,5
9,4,17,2,2,0,4,4,4,4,4,4
10,0,16,2,2,0,5,3,3,1,1,1
16,5,18,1,1,0,1,4,2,2,2,1
8,0,18,2,1,1,4,4,5,2,4,5
0,0,18,1,1,3,2,3,5,2,5,4
16,3,17,1,1,0,4,3,5,3,5,5
7,2,15,1,2,1,4,4,4,1,1,3
10,6,18,3,1,3,5,2,5,1,5,4
16,12,15,2,4,0,4,4,2,2,3,3
0,0,15,2,4,0,2,2,2,1,1,3
8,3,17,2,1,0,3,3,3,1,4,3
11,4,17,1,1,0,4,4,3,1,3,5
10,2,16,1,2,0,4,3,5,1,1,5
12,0,15,1,2,0,5,4,2,3,4,5
8,8,19,3,2,3,5,4,4,3,3,2
8,15,18,1,2,1,4,4,4,2,4,5
18,21,18,1,2,0,3,1,2,1,3,2
15,0,18,1,2,0,4,1,3,1,2,1
11,4,17,2,2,0,4,5,5,1,3,2
15,0,15,2,1,0,4,3,2,1,1,5
16,2,16,1,2,0,4,5,1,1,3,5
18,6,17,2,4,0,3,1,2,1,1,3
13,2,16,1,2,0,4,2,4,2,4,1
10,0,18,3,1,0,4,4,1,3,4,5
10,4,18,2,2,0,5,4,4,1,1,4
9,0,15,1,2,0,3,3,3,1,2,2
17,7,18,1,4,0,5,3,3,1,1,1
0,0,15,2,3,2,4,2,2,2,2,5
15,4,20,2,3,2,5,4,3,1,1,3
10,0,15,1,2,0,4,4,4,2,4,2
9,8,15,1,2,0,5,4,2,1,1,5
12,14,16,1,2,0,1,2,2,1,2,1
11,2,17,3,2,0,2,1,1,1,1,3
9,14,17,1,2,0,4,5,5,1,3,2
16,0,15,1,3,0,4,5,2,1,1,3
7,5,18,2,1,0,4,4,3,1,3,5
11,16,16,1,2,0,4,4,5,5,5,5
13,10,18,2,1,1,2,5,5,5,5,5
8,0,16,2,1,0,3,3,2,1,3,3
10,4,16,1,2,0,4,3,5,2,4,4
12,0,19,1,2,1,4,5,3,1,2,5
10,0,16,1,2,0,4,5,2,1,2,3
17,13,18,2,2,0,4,2,5,3,4,1
10,4,16,1,1,0,3,1,3,1,3,5
11,2,18,2,2,0,4,4,3,1,1,3
10,4,18,1,2,0,5,4,3,3,4,2
17,0,16,1,3,0,4,4,3,1,1,4
