g3,absences,age,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health
13,10,16,1,2,0,4,3,3,1,1,2
16,4,16,1,3,0,5,4,5,1,1,4
0,0,17,2,1,2,3,3,2,2,2,5
14,4,15,1,3,0,5,3,3,1,3,1
13,2,16,1,1,0,3,4,4,3,3,1
15,7,16,2,3,0,2,4,3,1,1,5
15,11,18,1,2,0,4,3,3,1,3,5
13,23,17,1,2,0,5,2,2,1,2,5
9,4,17,2,2,0,4,4,4,4,4,4
8,15,18,1,2,1,4,4,4,2,4,5
10,0,18,2,1,0,5,2,3,1,2,4
10,12,16,2,2,1,4,4,2,1,1,3
13,8,15,1,1,0,4,3,1,1,1,2
8,6,15,2,2,2,4,4,4,2,3,5
11,4,17,2,2,0,4,5,5,1,3,2
15,0,17,1,3,0,4,4,3,1,3,4
10,4,18,2,2,0,5,4,4,1,1,4
13,6,15,1,1,0,5,3,4,4,4,1
8,10,16,1,2,0,3,4,3,2,3,3
11,4,16,1,2,0,5,3,3,1,1,5
10,8,16,1,1,0,4,3,2,3,4,5
12,1,18,2,4,0,5,2,2,1,1,3
0,0,19,1,2,1,4,2,4,2,2,3
15,0,18,1,2,0,4,1,3,1,2,1
9,4,16,1,2,0,4,4,3,1,1,1
11,11,18,1,2,0,4,3,2,1,4,5
9,7,17,1,3,0,5,4,4,1,3,4
0,0,17,3,1,1,5,2,1,1,2,1
16,3,17,2,1,0,2,4,5,3,4,2
0,0,16,1,1,0,3,3,2,2,1,5
5,14,17,1,1,0,3,5,5,1,3,1
9,0,18,1,2,0,5,3,4,1,1,5
15,2,17,2,2,0,4,4,4,1,3,1
14,2,15,1,1,0,4,3,3,1,3,5
12,2,17,2,2,0,3,3,3,2,3,4
14,6,16,1,3,0,3,2,3,1,2,2
7,3,21,1,1,3,5,5,3,3,3,3
9,6,17,1,2,0,3,3,3,1,3,3
14,8,18,1,2,0,5,2,4,1,2,4
12,0,16,2,2,0,5,4,4,2,4,5
11,3,19,1,2,1,4,5,2,2,2,4
16,3,17,1,1,0,4,3,5,3,5,5
12,6,17,1,3,0,4,3,3,1,1,3
10,2,15,2,4,1,3,1,2,1,1,1
12,0,15,1,2,0,5,3,2,1,1,2
0,0,18,1,1,3,2,3,5,2,5,4
10,8,18,2,1,0,4,2,3,1,2,1
17,0,15,2,2,0,4,3,1,1,1,5
8,2,18,1,2,0,4,3,2,1,1,3
11,54,16,1,2,0,4,3,3,2,4,5
10,10,15,1,2,3,4,3,2,2,3,3
12,0,15,1,2,0,5,4,2,3,4,5
8,0,16,2,1,0,3,3,2,1,3,3
9,4,17,1,3,0,3,2,3,1,1,4
10,18,19,1,2,1,4,4,3,1,3,3
10,4,17,1,2,0,4,3,3,2,3,2
14,4,18,1,4,0,4,5,5,1,3,2
6,2,17,2,2,0,4,2,5,1,2,5
8,16,22,1,1,3,5,4,5,5,5,1
8,3,17,2,1,0,3,3,3,1,4,3
15,2,16,2,1,0,3,3,3,1,1,4
8,14,16,1,1,2,1,2,2,1,3,5
8,8,15,1,4,0,5,1,2,1,1,3
14,6,18,1,3,0,4,2,4,1,3,2
0,0,15,2,4,0,2,2,2,1,1,3
9,14,17,1,2,0,4,5,5,1,3,2
6,4,17,1,2,0,4,3,4,1,4,4
0,0,16,2,1,1,4,4,4,2,4,5
11,2,15,1,3,0,4,2,2,1,1,5
10,4,16,1,2,0,4,3,5,2,4,4
17,13,18,2,2,0,4,2,5,3,4,1
13,14,19,1,3,2,4,1,2,1,1,3
18,6,17,2,4,0,3,1,2,1,1,3
11,2,17,2,2,0,1,2,3,1,2,5
8,2,15,1,2,0,4,4,4,1,1,1
13,0,18,2,3,0,4,2,2,2,2,5
12,20,16,1,1,0,4,5,2,1,1,5
11,2,17,3,2,0,2,1,1,1,1,3
15,4,15,1,1,0,2,2,4,2,4,1
12,2,17,1,2,0,5,3,3,1,3,3
12,10,17,2,3,0,3,2,3,1,2,3
11,10,18,3,2,0,3,2,2,4,2,5
10,0,17,2,1,0,4,1,1,2,2,5
13,2,16,3,2,0,4,3,3,2,3,4
10,4,18,2,1,0,3,3,2,1,2,3
10,0,15,1,2,0,4,4,4,2,4,2
9,11,20,1,2,2,5,5,4,4,5,4
8,15,18,1,2,1,2,4,4,1,1,4
14,2,16,1,1,0,5,3,2,2,2,5
11,3,18,1,3,0,4,3,3,2,2,3
0,0,18,1,2,1,5,5,4,3,5,2
0,0,15,1,3,0,4,3,3,1,1,5
0,0,17,3,2,0,5,4,5,2,4,5
0,0,17,1,3,1,4,3,4,1,1,5
11,0,15,1,1,0,3,3,4,2,3,5
10,2,17,2,2,0,4,3,3,1,1,1
12,14,17,2,2,0,2,5,5,1,4,5
10,2,18,2,3,0,5,3,3,1,3,4
6,18,16,2,2,0,3,4,2,1,1,5
10,17,17,1,2,0,4,5,4,2,3,1
11,25,16,2,2,1,3,3,3,1,2,3
11,0,15,1,2,0,4,4,2,1,2,5
10,12,17,1,1,0,5,2,1,1,2,3
8,30,17,2,1,0,4,5,4,2,4,5
18,2,16,1,3,0,5,3,3,1,1,5
15,0,16,2,4,0,4,3,2,1,1,5
8,38,19,2,1,1,4,3,4,1,1,4
6,0,15,2,1,0,3,5,1,1,1,5
12,3,18,3,1,0,4,3,3,2,3,3
0,0,18,2,4,0,4,4,4,1,1,4
11,4,17,1,1,0,4,4,3,1,3,5
11,2,17,1,2,0,4,3,3,1,2,4
11,4,17,1,2,0,5,2,3,1,1,2
10,2,17,1,1,0,5,3,3,1,4,2
8,0,16,1,3,0,5,3,5,1,1,3
13,2,15,1,2,0,4,3,3,1,1,5
12,2,18,2,2,1,4,4,3,2,3,5
19,6,15,1,1,0,5,5,3,1,1,4
0,0,16,1,2,0,5,1,5,1,1,4
12,8,15,1,1,0,5,4,3,2,4,5
11,2,16,1,1,0,3,3,3,1,2,3
8,4,18,1,1,1,3,2,5,2,5,5
11,2,15,1,3,0,4,3,2,1,1,5
0,0,19,2,2,0,2,3,4,2,3,2
0,0,16,1,1,0,5,4,5,1,1,3
0,0,17,1,2,0,4,3,2,2,3,2
15,0,17,1,3,0,4,2,2,1,2,3
5,8,18,1,2,1,4,3,3,1,3,5
8,0,18,1,2,0,4,3,4,1,1,1
12,2,15,1,1,0,3,2,2,1,3,3
16,2,16,2,2,0,4,3,2,1,1,3
0,0,16,2,1,2,4,3,2,1,1,5
8,2,15,1,3,0,4,3,2,1,1,5
